Name	Source	Type	Info
A. J. of Bonwicke	199404X	d	Per pall inverted gules, Or and argent, a cedar tree vert stocked sable and a bordure sable semy of lozenges Or.	(regid:2)	BORDURE:charged:pl:sable:surrounding 1 only	FIELD DIV.-PER PALL*7:pl	FIELD:divided pallwise inverted:multicolor light	LOZENGE:or:pl:seme:tertiary:unc	TREE-PINE TREE SHAPE:1:spna:vert
Aalina Godwyn de Coteswaud	202010E	d	Vert, a bend sinister sable fimbriated and overall a stag trippant argent.	(regid:127330)	BEAST-DEER AND STAG:1:argent:debruising:passant to dexter	BS:1:argent:charged:pl:spna	BS:1:pl:sable:spna:unc	BS:1:pl:sable:tertiary:unc	FIELD:solid:vert	VT
Aaliz de Cordes	201411D	d	Gules, a pale checky argent and gules between two lions combattant argent.	(regid:105279)	CAT:2:argent:combattant:second	FIELD:gules:solid	GU	PALE:1:multicolor neutral:pl:spna:unc:~ argent:~and gules
Aaliz de Gant	201408H	d	Per pale argent and azure, a cross flory between four fleurs-de-lys counterchanged.	(regid:104030)	CRAC:1:flory:multicolor neutral:spna:~ argent:~and azure	FDL:4:multicolor neutral:second:~ argent:~and azure	FIELD:divided palewise:multicolor neutral:~ argent:~and azure	PPALE:argent:pl:~and azure
Aaliz de Saint-Joseph	201604W	d	Argent, a tree eradicated proper fructed Or between in chief two mullets purpure.	(regid:111736)	AR	FIELD:argent:solid	STAR:2:mullet:of 5:purpure:second:t1:unc	TREE-ROUNDED SHAPE:1:spna:vert
Aaliz du Lac	201312X	d	Azure, a rose Or and a ford proper, on a chief Or three fleurs-de-lys azure.	(regid:101671)	AZ	BASE:multicolor neutral:unc:wavy:~ argent:~and azure	CHIEF:above 1 or plus:charged:or:pl	FDL:3:azure:tertiary	FIELD:azure:solid	ROSE:1:heraldic:or:spna:t5
Aarnimetsä, Barony of	199212E	d	Sable, a chevron throughout raguly on the upper edge, in base a wolf's head cabossed within a laurel wreath argent.	(regid:8)	CHEVRON:1:argent:raguly:spna:unc	FIELD:sable:solid	HEADDOG:1:argent:facing affronty:second	LW:1:argent:second:surrounding 1 only	SA
Aarnimetsä, Barony of	199706D	b	Sable, a chevron throughout raguly on the upper edge, in base a wolf's head caboshed argent.	(regid:9)	CHEVRON:1:argent:raguly:spna:unc	FIELD:sable:solid	HEADDOG:1:argent:facing affronty:second	SA
Aarnimetsä, Barony of	199709D	b	Sable, a spoon Or between two wolf's heads cabossed argent.	(For Kultaisen Kapustan Kilta)(regid:10)	FIELD:sable:solid	FORK AND SPOON:1:or:spna	HEADDOG:2:argent:facing affronty:second	SA
Aarnimetsä, Barony of	199801D	b	Per bend argent and sable, a shoe gules charged with a wolf's head caboshed argent.	(For the dancing guild)(regid:11)	CLOTHING-BOOT AND SHOE:1:charged:gules:spa	FIELD:divided bendwise:multicolor neutral:~ argent:~and sable	HEADDOG:1:argent:facing affronty:tertiary	PB:argent:pl:~and sable
Aarnimetsä, Barony of	199806D	b	Argent, a wolf's head cabossed within an orle of roundels sable.	(regid:12)	AR	FIELD:argent:solid	HEADDOG:1:facing affronty:sable:spna	ROUNDEL:pl:sable:second:seme:unc
Aarnimetsä, Barony of	200009D	b	Argent, on a bend cotised sable three Bowen knots palewise argent.	(For Hopeisen solmun ritarikunta)(regid:16)	AR	BEND:1:charged:pl:sable:spna	COTISES:1:bend:pl:sable:second	FIELD:argent:solid	KNOT AND ROPE:3:argent:tertiary
Aarnimetsä, Barony of	201509D	b	(Fieldless) A demi-elk argent armed Or, its dexter foreleg replaced by an arm in armor argent garnished Or, sustaining a sword proper.	(regid:108928)	ARM:1:argent:maintained	BEAST-DEER AND STAG:1:argent:rampant to dexter:spna	BEAST9DEMI:1:argent:spna	NO	SWORD:1:argent:palewise:sustained
Aarnimetsä, Barony of	201509D	b	(Fieldless) A demi-elk sable armed Or, its dexter foreleg replaced by an arm in armor argent garnished Or, sustaining a sword proper.	(regid:108929)	ARM:1:argent:maintained	BEAST-DEER AND STAG:1:rampant to dexter:sable:spna	BEAST9DEMI:1:sable:spna	NO	SWORD:1:argent:palewise:sustained
Aarnimetsä, Barony of	201805D	b	Sable, a saltire raguly between four wolf's heads cabossed argent.	(For Ensign)(regid:119290)	FIELD:sable:solid	HEADDOG:4:argent:facing affronty:second	SA	SALTIRE:argent:raguly:spna:unc
Aarnimetsä, Barony of	201807D	b	(Fieldless) A chevron couped raguly on the upper edge sable.	(For populace)(regid:119897)	CHEVRON:1:raguly:sable:spa:unc	NO
Aarnimetsä, Barony of	201809D	b	(Fieldless) Five bees conjoined in annulo heads to center Or.	(For Kultaisen mehiläisen ritarikunta)(regid:120520)	ARRANGEMENT-IN ANNULO:5:gpa:or	INSECT-BEE AND WASP:5:gpa:or	NO
Aarnimetsä, Barony of	201901D	b	Sable, two arrows inverted in saltire Or between four wolf's heads cabossed argent.	(For archers)(regid:121811)	INSA:t3:2:g2pna:or	ARROW:2:g2pna:or	FIELD:sable:solid	HEADDOG:4:argent:facing affronty:second	SA
Aaron Blackbow of Eagle's Ridge	199208A	d	Purpure, an arrow head argent charged with a Latin cross formy nowy purpure.	(regid:20)	CRAC:1:formy:purpure:tertiary	FIELD:purpure:solid	PHEON AND ARROWHEAD:1:argent:spa	PU
Aaron Brandson	198807N	d	Quarterly azure and argent, a sword bendwise argent, surmounted by a compass star Or, between two roses azure, barbed and seeded proper, all within a bordure embattled counterchanged.	(regid:22)	BORDURE:embattled:multicolor neutral:surrounding 1 plus:unc:~ argent:~and azure	FIELD:divided quarterly:multicolor neutral:~ argent:~and azure	QLY:azure:pl:~and argent	ROSE:2:azure:heraldic:second:t5	STAR:1:debruising:mullet:of 8:or:t2:unc	STAR:1:debruising:of 8 or more:or:sun:unc	SWORD:1:argent:bendwise:spna
Aaron Breck Gordon	198902T	d	Sable, in pale a ducal coronet and a griffin segreant Or, maintaining two swords proper, all within an orle of chain Or.	(regid:24)	ARRANGEMENT-IN ORLE:1:or:second	CHAIN:1:or:second	CROWN:1:g2pna:or	FIELD:sable:solid	GRIFFIN:1:g2pna:or:rampant to dexter:t1	SA	SWORD:2:argent:maintained
Aaron Caldarius	198512A	d	Gules, a chevron sable fimbriated and in base a sun Or charged with a pellet.	(regid:26)	CHEVRON:1:charged:or:pl:spna	CHEVRON:1:pl:sable:spna:unc	CHEVRON:1:pl:sable:tertiary:unc	FIELD:gules:solid	GU	ROUNDEL:1:pl:sable:tertiary:unc	STAR:1:charged:of 8 or more:or:second:sun
Aaron Carter of Liddesdale	201508R	d	Vert, on a chevron between three cartwheels argent two swords sable.	(regid:108395)	CHEVRON:1:argent:charged:pl:spna	FIELD:solid:vert	SWORD:2:sable:tertiary	VT	WHEEL:3:argent:second
Aaron Chlodovech	201311C	d	Checky sable and argent, in pale a smith's hammer fesswise and a boar passant contourny gules.	(regid:101489)	INPALE:2:g2pa:gules	BEAST-BOAR:1:g2pa:gules:passant to sinister	FIELD DIV.-CHECKY:argent:pl:~and sable	FIELD:divided checky:multicolor neutral:~ argent:~and sable	HAMMER:1:g2pa:gules
Aaron Christopher	202511A	d	Argent, a wyvern erect contourny with one foot raised and wings displayed vert bellied and winged gules, a bordure rayonny azure.	(regid:140983)(the wyvern is considered half vert and half gules for purposes of conflict)	AR	BORDURE:azure:rayonny:surrounding 1 only:unc	DRAGON:1:multicolor dark:rampant to sinister:spna:t2:~ gules:~and vert	FIELD:argent:solid
Aaron de Hameldene	199304M	d	Argent, a hippopotamus statant contourny azure.	(regid:33)	AR	BEAST-HIPPOPOTAMUS AND RHINOCEROS:1:azure:spa	FIELD:argent:solid
Aaron de la Fleur	202007C	b	(Fieldless) On an escallop azure a fleur-de-lis argent.	(regid:126690)	ESCALLOP:1:azure:spa	FDL:1:argent:tertiary	NO
Aaron de Mantel	198401N	d	Per bend sinister azure and argent, a bend sinister counterchanged and in dexter chief a seagull displayed bendwise argent.	(regid:35)	BS:1:multicolor neutral:pl:spna:unc:~ argent:~and azure	BIRD:1:argent:displayed bendwise:seagull:second:unc	FIELD:divided bendwise sinister:multicolor neutral:~ argent:~and azure	PBS:azure:pl:~and argent
Aaron Direidus	200704C	d	Sable, a cock hardy wings addorsed Or between three blonde ladies' heads facing dexter proper.	(regid:40)	BIRD:chicken:1:bird passant to dexter addorsed:or:spna	FIELD:sable:solid	HEAD-HUMAN:3:argent:facing dexter:second	SA
Aaron Drummond	201111M	d	Or, a drum between two bars wavy gules.	(regid:42)	FESS:2:gules:second:unc:wavy	FIELD:or:solid	MUSICAL INSTR-DRUM:1:gules:spna	OR
Aaron Elvenspeed	197606	D	Per pale vert and Or, two dragons serpentine combattant counterchanged.	(regid:43)	COMBAT:2:g2pa:multicolor:~ or:~and vert	DRAGON:2:combattant:g2pa:multicolor neutral:t1:~ or:~and vert	FIELD:divided palewise:multicolor neutral:~ or:~and vert	PPALE:pl:vert:~and or
Aaron Exile	201203Q	d	Per fess argent and gules, two boots gules and an open book argent.	(regid:46)	BOOK AND SCROLL:1:argent:g3pa	CLOTHING-BOOT AND SHOE:2:g3pa:gules	FIELD:divided fesswise:multicolor neutral:~ argent:~and gules	PFESS:argent:pl:~and gules
Aaron Graves	199810A	d	Per chevron gules and argent, two rams combattant and a Latin cross inverted counterchanged.	(regid:49)	COMBAT:2:argent:g3pa	BEAST-GOAT AND SHEEP:2:argent:combattant:g3pa	CRAC:1:g3pa:gules:plain cross	FIELD:divided chevronwise:multicolor neutral:~ argent:~and gules	PC:gules:pl:t1:~and argent
Aaron Graves	200312A	b	(Fieldless) A ram statant gules gorged of a ducal coronet Or.	(JB: Alessandra Gabrielli)(Primary Owner)(regid:50)	BEAST-GOAT AND SHEEP:1:gules:spa:statant to dexter	CROWN:1:maintained:or	NO
Aaron Hawksmoor	200202S	d	Lozengy argent and gules, a hawk contourny and on a chief sable three tankards reversed argent.	(regid:52)	BIRD:eagle:1:close to sinister:sable:spna	CHIEF:above 1 sable only:charged:pl:sable	CUP:3:argent:tertiary	FIELD DIV.-LOZENGY OR FUSILY:argent:~and gules	FIELD:divided gridlike not checky:multicolor neutral:~ argent:~and gules
Aaron Longbow	199002M	d	Or, a demi-pegasus rampant to sinister and in chief three mullets sable.	(regid:54)	FIELD:or:solid	MONSTER9DEMI:1:rampant to sinister:sable:spna	OR	PEGASUS:1:rampant to sinister:sable:spna	STAR:3:mullet:of 5:sable:second:t1:unc
Aaron MacGregor	200112X	d	Per bend bendy argent and gules and sable, a sinister hand argent.	(regid:58)	FIELD DIV.-BENDY:argent:pl:~and gules	FIELD:divided bendwise:multicolor neutral:~ argent:~and gules	HAND AND GAUNTLET:1:argent:spa	PB:multicolor neutral:pl:~and sable
Aaron MacInstalker	201907E	d	Vert, two beavers combattant Or and a ford proper.	(regid:123222)	COMBAT:2:g2pna:or	BASE:multicolor neutral:unc:wavy:~ argent:~and azure	BEASTETC:2:combattant:g2pna:or:t3	FIELD:solid:vert	VT
Aaron MacInstalker	201907E	b	Per fess wavy vert and barry wavy argent and azure, in chief a beaver statant Or.	(regid:123225)	BEASTETC:t3:1:or:spa:statant to dexter	FIELD DIV.-BARRY:argent:wavy:~and azure	FIELD:divided fesswise:multicolor dark:~ multicolor:~and vert	PFESS:vert:wavy:~and multicolor
Aaron O'Connor	198505E	d	Argent, chaussé ployé sable, a sword palewise inverted gules, on a chief sable three mullets argent.	(regid:60)	AR	CHIEF:1:above 1 gules only:charged:pl:sable	FIELD:divided chevronwise inverted:multicolor neutral:~ argent:~and sable	PCI:argent:ploye:t2:~and sable	PILE*7:1:argent:charged:ploye:spna	STAR:3:argent:mullet:of 5:t1:tertiary:unc	SWORD:1:gules:palewise:spna:unc
Aaron of Buckminster	199112W	d	Vert, on a bend sinister between two arrows bendwise sinister argent, a sword vert.	(regid:62)	ARROW:2:argent:second	BS:1:argent:charged:pl:spna	FIELD:solid:vert	SWORD:1:bendwise sinister:tertiary:vert	VT
Aaron of Lichgreen	198908W	d	Argent, an acorn inverted, slipped and leaved, proper, on a chief azure, three estoiles Or.	(regid:64)	AR	CHIEF:1:azure:charged:pl	FIELD:argent:solid	FRUIT-NUT,ACORN:1:brown:spna	STAR:3:estoile:or:tertiary:unc
Aaron of Moorhaven	201009Q	d	Checky azure and Or, a bear rampant within an orle argent.	(regid:66)	BEAST-BEAR:1:argent:rampant to dexter:spna	FIELD DIV.-CHECKY:azure:pl:~and or	FIELD:divided checky:multicolor neutral:~ azure:~and or	ORLE AND TRESSURE:1:argent:pl:surrounding 1 only
Aaron of Moorhaven	201204Q	b	Checky azure increscenty argent and Or.	(regid:67)	CRESCENT:argent:gpa:increscent:seme	FIELD DIV.-CHECKY:azure:pl:~and or	FIELD TREATMENT-SEME (9OTHER):argent	FIELD:divided checky:multicolor neutral:~ azure:~and or	PS:argent
Aaron of Skorpios	198708E	d	Sable, a scorpion bendwise argent, transfixed by a baton sinister Or.	(regid:69)	ARACHNID-SCORPION:1:argent:g2pa	BS:1:g2pa:or:pl:unc	FIELD:sable:solid	SA
Aaron of the Black Mountains	201311N	d	Argent, on a pile sable a Maltese cross argent, a bordure counterchanged.	(regid:101391)	AR	BORDURE:multicolor dark:pl:surrounding 1 only:unc:~ argent:~and sable	CRAC:1:argent:maltese:tertiary	FIELD:argent:solid	PILE:1:charged:pl:sable:spna
Aaron of the Black Mountains	201311N	b	Argent, on a mountain of two peaks couped sable a Maltese cross argent.	(regid:101392)	AR	CRAC:1:argent:maltese:tertiary	FIELD:argent:solid	MOUNTAIN:1:sable:spa
Aaron of Wolf's Krag	198001W	d	Or, a wolf statant, head raised, upon a sinister base quarter sable, in canton a torteau.	(regid:73)	BASE:complex line:sable:unc	CANTON:sable:unc	DOG:1:sable:spna:statant to dexter	FIELD:or:solid	OR	ROUNDEL:1:gules:pl:second:unc
Aaron Peregrine	200710E	d	Per fess azure and vert, six falcons, three, two, and one, argent.	(regid:76)	BIRD:eagle:6:argent:close to dexter:gpa	FIELD:divided fesswise:multicolor dark:~ azure:~and vert	PFESS:azure:pl:~and vert
Aaron Rebellinus	199307Q	d	Sable, in saltire five oak trees Or.	(regid:78)	INSA:t4:5:gpa:or	FIELD:sable:solid	SA	TREE-ROUNDED SHAPE:5:gpa:or
Aaron Rebellinus	199402Q	b	(Fieldless) On a tree couped Or a dragonfly sable.	(regid:79)	INSECT-DRAGONFLY:1:sable:tertiary	NO	TREE-ROUNDED SHAPE:1:charged:or:spa
Aaron Swiftrunner of the Stone Keep	198906C	d	Per pale gules and Or, a fret counterchanged.	(regid:81)	PPALE:gules:pl:~and or	FIELD:divided palewise:multicolor neutral:~ gules:~and or	FRET:1:multicolor neutral:spa:t1:~ gules:~and or
Aaron Swiftrunner of the Stone Keep	198907C	b	Quarterly argent and gules, four mullets of four points counterchanged.	(regid:82)	QLY:argent:pl:~and gules	FIELD:divided quarterly:multicolor neutral:~ argent:~and gules	STAR:4:gpa:mullet:multicolor neutral:of 4:t1:unc:~ argent:~and gules
Aaron the Arrowsmith	201210E	d	Azure, a wolf's head cabossed argent within a star of David Or.	(regid:84)	AZ	FIELD:azure:solid	HEADDOG:1:argent:facing affronty:spna	STAR:1:mullet:of 6:or:second:t1:unc
